agenda,dkod,nazev,metodika
1020,D1020.1.1,Orientační hodnota povolených vodních děl v tis. Kč,Údaje poskytované měsíčně ČSÚ za celé období sledovaného roku.
1020,D1020.1.2,Počet povolených studní,Včetně vodovodního napojení studny za celé období sledovaného roku.
1020,D1020.1.3,Počet vydaných stavebních povolení ČOV do 50 EO,Včetně výustního potrubí za celé období sledovaného roku.
1020,D1020.1.4,Počet vydaných stavebních povolení ČOV nad 50 EO,Včetně výustního potrubí za celé období sledovaného roku (EO - ekvivalentní obyvatel).
1020,D1020.1.5,Počet povolených vodovodů a kanalizací,Započtěte každý povolený vodovod i kanalizaci za celé období sledovaného roku.
1020,D1020.1.7,Počet povolených ostatních vodních děl mimo výše uvedené,Za celé období sledovaného roku.
1020,D1020.1.8,Počet povolení nakládání s vodami,Jedná se o všechna povolená nakládání (i dílčí výroky). Za celé období sledovaného roku.
1020,D1020.2,Počet vydaných opatření obecné povahy,Viz Vyhláška o vodoprávní evidenci platná ve sledovaném období. Za celé období sledovaného roku.
1020,D1020.3,Počet vydaných souhlasů dle §17,Viz Vyhláška o vodoprávní evidenci platná ve sledovaném období (souhlas vodoprávního úřadu dle § 17 vodního zákona). Za celé období sledovaného roku. NEZAPOČÍTÁVÁME ZDE SOUHLASY VYDANÁ V RÁMCI SOUHRNNÝCH NEBO KOORDINOVANÝCH ZÁVAZNÝCH STANOVISEK!!!
1020,D1020.4,Počet ohlášení,"Viz Vyhláška o vodoprávní evidenci platná ve sledovaném období (ČOV, udržovací práce). Za celé období sledovaného roku."
1020,D1020.5,Počet vydaných usnesení,Za celé období sledovaného roku.
1020,D1020.6,Počet řešených stížností a podnětů,Započtěte pouze stížnosti a podněty vedené pod číslem jednacím. Za celé období sledovaného roku.
1020,D1020.7,Počet řešených havarijních situací,Za celé období sledovaného roku.
1020,D1020.8,Počet odvolání celkem,Za celé období sledovaného roku.
1020,D1020.8.1,z toho potvrzených rozhodnutí nadřízeným orgánem,Za celé období sledovaného roku.
1020,D1020.9,Počet provedených kontrol (dozorů) se zápisem,"Zápisem se rozumí jakýkoli záznam o provedené kontrole (mimo správní řízení). Za celé období sledovaného roku. Jedná se o: Vodoprávní dozor podle § 110 zákona č.254/2001 Sb., vodní zákon a dozor podle § 37 zákona č.274/2001 Sb., o vodovodech a kanalizacích."
1020,D1020.10,Vydání kolaudačního souhlasu a protokolu o závěrečné kontrolní prohlídce,"Kolaudační souhlas podle § 122 zákona č. 183/2006 Sb., stavební zákon a protokoly o závěrečné kontrolní prohlídce jen u staveb, které nepodléhají kolaudačnímu souhlasu - Za celé období sledovaného roku."
1020,D1020.11,Počet vydaných závazných stanovisek dle § 104,NEZAPOČÍTÁVÁME ZDE STANOVISKA A VYJÁDŘENÍ VYDANÁ V RÁMCI SOUHRNNÝCH NEBO KOORDINOVANÝCH ZÁVAZNÝCH STANOVISEK!!! Za celé období sledovaného roku.
1020,D1020.11.1,Počet vyjádření/stanovisek vydaných v rámci koordinovaných závazných stanovisek a koordinovaných stanovisek,"K 31.12. sledovaného roku. Započítejte i jednotlivé výroky v rámci jednoho závazného stanoviska. Započtěte §17, §104 a stanoviska dle Lázeňského zákona. Vyplňte pouze pokud průkazně sledujete. Pokud nesledujete, ponechejte pole prázdné."
1020,D1020.12,Počet zaměstnanců - pracovních úvazků v agendě vodoprávní řízení celkem,"Úvazky pro agendu celkem stanovte za celé období sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1021,D1021.1,Počet zaměstnanců - pracovních úvazků v agendě lesní hospodářství celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1021,D1021.4,Počet vydaných správních rozhodnutí,Pouze meritorní rozhodnutí a zastavení řízení. Za celé období sledovaného roku.
1021,D1021.4.1,z toho vydaná správní rozhodnutí z moci úřední,Za celé období sledovaného roku.
1021,D1021.4.2,"z toho celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
1021,D1021.5,Počet provedených kontrol (dozorů) se zápisem,"Provedené kontroly dle Zákona o státní kontrole a kontroly (šetření) s písemným výstupem (výzva, protokol, další řízení). Za celé období sledovaného roku."
1021,D1021.6,"Počet vydaných závazných stanovisek, vyjádření apod. mimo správní řízení","!!!NEZAPOČÍTÁVÁME ZDE STANOVISKA A VYJÁDŘENÍ VYDANÁ V RÁMCI SOUHRNNÝCH NEBO KOORDINOVANÝCH ZÁVAZNÝCH STANOVISEK!!! Za celé období sledovaného roku. Započtěte zejména dále vyjmenované. Jedná se o: Stanovisko k územně plánovací dokumentaci podle § 48 odst. 2 písm. b) zákona č.289/1995 Sb., o lesích; Závazné stanovisko k vydání ÚR, jímž mají být dotčeny pozemky podle § 48 odst.2 písm. c) určené k plnění funkcí lesa, případně v ochranném pásmu lesa (50 m) zákona č.289/1995 Sb., o lesích; Výjimku ze stanovené velikosti nebo šířky holé seče podle § 48 odst. 2 písm. e) zákona č.289/1995 Sb., o lesích; Výjimku ze zákonných lhůt pro zalesnění a zajištění kultur podle § 48 odst. 2 písm. f) zákona č.289/1995 Sb., o lesích; Ustanovení nebo zrušení lesní stráže podle § 48 odst. 2 písm. g) zákona č.289/1995 Sb., o lesích; Vyjádření k žádosti o těžbu podle § 48 odst. 3 zákona č.289/1995 Sb., o lesích; Provedení změny odborného lesního hospodáře na žádost vlastníka lesa podle § 37 odst. 5 zákona č.289/1995 Sb., o lesích."
1021,D1021.6.1,Počet vyjádření/stanovisek vydaných v rámci koordinovaných závazných stanovisek a koordinovaných stanovisek,"K 31.12. sledovaného roku. Započítejte i jednotlivé výroky v rámci jednoho závazného stanoviska. Vyplňte pouze pokud průkazně sledujete. Pokud nesledujete, ponechejte pole prázdné."
1021,D1021.7,Počet zrušených a vrácených rozhodnutí včetně autoremedury,Počet nepotvrzených rozhodnutí odvolacím orgánem – zrušená a vrácená rozhodnutí. Bez rozhodnutí změněných. Včetně autoremedury. Za celé období sledovaného roku.
1021,D1021.13,Výměra pozemků určených k plnění funkce lesa ve správním obvodu v hektarech,K 31.12. sledovaného roku.
1021,D1021.14,Počet předaných separátů z lesní hospodářské osnovy v ks,Protokolárně předané. Za celé období sledovaného roku.
1021,D1021.15,Počet lesních hospodářských plánů v ks,Počet existujících LHP k 31.12. sledovaného roku. I plány do 50 ha pořízené na základě rozhodnutí vlastníka.
1022,D1022.1,Počet zaměstnanců - pracovních úvazků v agendě odpady celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1022,D1022.4,Počet vydaných správních rozhodnutí,"Pouze meritorní rozhodnutí a zastavení řízení včetně rozhodnutí dle zákona č. 250/2016 Sb., o odpovědnosti za přestupky a řízení o nich. Za celé období sledovaného roku."
1022,D1022.4.1,z toho vydaná správní rozhodnutí z moci úřední,Za celé období sledovaného roku.
1022,D1022.4.2,"z toho celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
1022,D1022.5,Počet provedených kontrol (dozorů) se zápisem,"Zápisem se rozumí jakýkoli záznam o provedené kontrole (mimo správní řízení) a to za celé období sledovaného roku. Jedná se hlavně o kontroly na základě žádostí dle § 30 zákona č. 541/2020 Sb., o odpadech (povolení k upuštění od odděleného soustřeďování odpadů); o kontroly dodržování podmínek závazných stanovisek a vyjádření vydaných dle § 146 odst. 3 zákona č. 541/2020 Sb., o odpadech; o kontroly dle § 146 odst. 1 písm. b) zákona č. 541/2020 Sb., o odpadech v rámci správního obvodu obce s rozšířenou působností; o kontroly dle § 147 písm. a) zákona č. 541/2020 Sb., o odpadech v rámci správního obvodu obce a o kontroly dle zákona č. 542/2020 Sb., o výrobcích s ukončenou životností."
1022,D1022.6,Počet vydaných závazných stanovisek a vyjádření,"""!!NEZAPOČÍTÁVÁME ZDE ZÁVAZNÁ STANOVISKA VYDANÁ V RÁMCI SOUHRNNÝCH NEBO KOORDINOVANÝCH ZÁVAZNÝCH STANOVISEK!!! a to za celé období sledovaného roku. Jedná se zejména o závazné stanovisko podle § 146 odst. 3 písm. a) zákona č. 541/2020 o odpadech (k terénním úpravám a k odstranění stavby) a o vyjádření podle § 146 odst. 3 písm. b) zákona č. 541/2020 o odpadech (ke změně dokončené stavby podléhající ohlašování nebo povolení podle stavebního zákona a o vyjádření podle § 146 odst. 3 písm. c) zákona č. 541/2020 o odpadech, ke zřízení zařízení určeného pro nakládání s odpady a k zavedení nebo rozšíření výroby oxidu titaničitého"""
1022,D1022.6.1,Počet vyjádření/stanovisek vydaných v rámci koordinovaných závazných stanovisek a koordinovaných stanovisek,"K 31.12. sledovaného roku. Započítejte i jednotlivé výroky v rámci jednoho závazného stanoviska. Vyplňte pouze pokud průkazně sledujete. Pokud nesledujete, ponechejte pole prázdné."
1022,D1022.7,Počet zrušených a vrácených rozhodnutí včetně autoremedury,Počet nepotvrzených rozhodnutí odvolacím orgánem – zrušená a vrácená rozhodnutí. Bez rozhodnutí změněných. Včetně autoremedury. Za celé období sledovaného roku.
1022,D1022.11,Počet hlášení evidence odpadů celkem ze zákona o odpadech,"Uveďte údaje za poslední uzavřený rok (například při vyplňování dat za rok 2013 se jedná o údaje posledního uzavřeného roku, tedy roku 2012). Zdroj dat: EVI, ESPI."
1023,D1023.1,Počet zaměstnanců - pracovních úvazků v agendě ochrana ovzduší celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1023,D1023.4,Počet vydaných správních rozhodnutí,"Pouze meritorní rozhodnutí a zastavení řízení (§22, 23 a 25 Zákona č. 201/2012 Sb.). Za celé období sledovaného roku."
1023,D1023.4.1,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou",Za celé období sledovaného roku.
1023,D1023.5,Počet provedených kontrol (dozorů) se zápisem,Zápisem se rozumí jakýkoli záznam o provedené kontrole včetně zápisu do protokolu jiného správního orgánu (zejména §16 a 17 Zákona č. 201/2012 Sb.). Kontroly s písemným výstupem. Za celé období sledovaného roku.
1023,D1023.6,Počet vydaných závazných stanovisek a vyjádření,!!!NEZAPOČÍTÁVÁME ZDE STANOVISKA A VYJÁDŘENÍ VYDANÁ V RÁMCI SOUHRNNÝCH NEBO KOORDINOVANÝCH ZÁVAZNÝCH STANOVISEK!!! Za celé období sledovaného roku. Zejména §11 odst. 3 a 4 Zákona č. 201/2012 Sb.
1023,D1023.6.1,Počet vyjádření/stanovisek vydaných v rámci koordinovaných závazných stanovisek a koordinovaných stanovisek,"K 31.12. sledovaného roku. Započítejte i jednotlivé výroky v rámci jednoho závazného stanoviska. Vyplňte pouze pokud průkazně sledujete. Pokud nesledujete, ponechejte pole prázdné."
1023,D1023.7,Počet zrušených a vrácených rozhodnutí včetně autoremedury,Počet nepotvrzených rozhodnutí odvolacím orgánem – zrušená a vrácená rozhodnutí. Bez rozhodnutí změněných. Včetně autoremedury. Za celé období sledovaného roku.
1024,D1024.1,Počet zaměstnanců - pracovních úvazků v agendě zemědělský půdní fond celkem,"Úvazky pro agendu celkem stanovte k 31.12. sledovaného roku včetně poměrné části pracovních úvazků vedoucích a administrativní síly, které rozpočtěte vzhledem k počtu pracovníků na oddělení nebo odboru. Zpravidla půjde o desetinné číslo. Pokud pracovník vykonává i jinou agendu, započítává se pouze příslušným podílem a součet jeho úvazků v těchto agendách musí být roven jedné! Poměrná část úvazku zaměstnanců se týká vždy konkrétní agendy za kterou, jsou vstupní data vyplňována. Součet úvazků v agendách se tak nemusí rovnat počtu zaměstnanců odboru nebo oddělení pokud tato organizační jednotka zajišťuje další agendy nebo úkoly, které nejsou předmětem porovnávání."
1024,D1024.2,Počet všech probíhajících komplexních pozemkových úprav v daném roce,Za celé období sledovaného roku.
1024,D1024.3,Počet všech probíhajících revizí v katastru nemovitostí v daném roce,Za celé období sledovaného roku. Počet ohlášených a probíhajících revizí Katastrálního úřadu.
1024,D1024.4,Počet VŠECH vydaných správních rozhodnutí a souhlasů s vynětím ze ZPF,"Za celé období sledovaného roku. U správních rozhodnutí se jedná pouze o meritorní rozhodnutí a zastavení řízení. Souhlasy - POUZE DLE § 9 odst. 8 zákona č. 334/1992 Sb., o ochraně ZPF (ostatní souhlasy uveďte v D24.6)."
1024,D1024.4.1,z toho (z D 24.4) vydaná správní rozhodnutí z moci úřední,Za celé období sledovaného roku.
